20729	e	One problem is how the enterprises arrange posts for excellent female students, but another important point is whether the educational industry can grow and supply creative students needed for Japan's future.	Ein Problem besteht darin, wie Unternehmen Stellen für hervorragende weibliche Studentinnen arrangieren, aber ein weiterer wichtiger Punkt ist, ob die Bildungsindustrie wachsen und kreative Studenten liefern kann, die für Japans Zukunft benötigt werden.	Ein Problem besteht darin, wie Unternehmen Stellen für hervorragende weibliche Studentinnen arrangieren, aber ein weiterer wichtiger Punkt ist, ob die Bildungsindustrie wachsen und kreative Studenten liefern kann, die für Japans Zukunft benötigt werden.	
32292	n	So that Michelangelo might paint certain figures on the ceiling of the Sistine Chapel, so that Shakespeare might write certain speeches and Keats his poems, it seemed to me worthwhile that countless millions should have lived and suffered and died.	Damit Michelangelo bestimmte Figuren an die Decke der Sixtinischen Kapelle malen konnte, damit Shakespeare bestimmte Reden und Keats seine Gedichte schreiben konnte, schien es mir lohnenswert, dass unzählige Millionen gelebt, gelitten und gestorben sind.	Damit Michelangelo bestimmte Figuren an der Decke der Sixtinischen Kapelle malen konnte, damit Shakespeare bestimmte Reden und Keats seine Gedichte schreiben konnte, schien es mir lohnenswert, dass unzählige Millionen gelebt, gelitten und gestorben sind.	
48405	n	As a result, it is undeniable that important disciplines and moral education have been neglected. By placing excessive importance on scholastic achievement, many parents have forgotten such basic social courtesies as consideration for others.	Als Ergebnis ist es unbestreitbar, dass wichtige Disziplinen und moralische Bildung vernachlässigt wurden. Indem sie übermäßige Bedeutung auf schulische Leistungen legen, haben viele Eltern solche grundlegenden sozialen Höflichkeiten wie Rücksichtnahme auf andere vergessen.	Als Ergebnis ist es unbestreitbar, dass wichtige Disziplinen und moralische Bildung vernachlässigt wurden. Durch die übermäßige Betonung schulischer Leistungen haben viele Eltern solche grundlegenden sozialen Höflichkeiten wie Rücksichtnahme auf andere vergessen.	
51873	n	In other words, the merits, etc. of making detours are the consideration of the attitudes of the landowners whose property the line would cross, the convenience of other towns and villages, as well as connection with other railway lines.	Mit anderen Worten, die Vorzüge usw. von Umwegen berücksichtigen die Einstellungen der Grundbesitzer, deren Eigentum die Linie kreuzen würde, die Bequemlichkeit anderer Städte und Dörfer sowie die Verbindung mit anderen Eisenbahnlinien.	Mit anderen Worten, die Vorzüge usw. von Umwegen sind die Berücksichtigung der Einstellungen der Grundbesitzer, deren Eigentum die Linie kreuzen würde, die Bequemlichkeit anderer Städte und Dörfer sowie die Verbindung mit anderen Eisenbahnlinien.	
53542	e	Nowadays, however, calculators can be used freely in school examinations, and already in many schools the only sound to be heard during a math exam is the sound of children tapping on their calculators.	Heutzutage können jedoch Taschenrechner in Schulprüfungen frei verwendet werden und in vielen Schulen ist das einzige Geräusch, das während einer Mathematikprüfung zu hören ist, das Tippen der Kinder auf ihren Taschenrechnern.	Heutzutage können jedoch Taschenrechner in Schulprüfungen frei verwendet werden und in vielen Schulen ist das einzige Geräusch, das während einer Mathematikprüfung zu hören ist, das Tippen der Kinder auf ihren Taschenrechnern.	
53627	n	In the case of language, however, it is only the ability to talk and understand that we inherit genetically; the particular language or languages that we speak are passed on to us not by genetic transmission but by cultural transmission.	Im Falle der Sprache erben wir jedoch genetisch nur die Fähigkeit zu sprechen und zu verstehen; die spezielle Sprache oder Sprachen, die wir sprechen, werden uns nicht durch genetische Übertragung, sondern durch kulturelle Übertragung weitergegeben.	Im Falle von Sprache erben wir jedoch nur die Fähigkeit zu sprechen und zu verstehen genetisch; die spezielle Sprache oder Sprachen, die wir sprechen, werden uns nicht durch genetische Übertragung, sondern durch kulturelle Übertragung weitergegeben.	Im Fall der Sprache erben wir jedoch nur die Fähigkeit zu sprechen und zu verstehen auf genetischem Wege; die spezielle Sprache (oder Sprachen), die wir sprechen, wird uns nicht durch genetische, sondern durch kulturelle Übertragung weitergereicht.
56020	n	This may be because of a change in people's attitude toward marriage and the sharp increase of fast food restaurants and convenience stores which are open 24 hours a day and enable young people to live more easily.	Dies könnte auf eine Veränderung der Einstellung der Menschen zur Ehe zurückzuführen sein und auf den starken Anstieg von Fast-Food-Restaurants und Convenience-Stores, die rund um die Uhr geöffnet sind und es jungen Menschen ermöglichen, einfacher zu leben.	Dies könnte aufgrund einer Veränderung der Einstellung der Menschen zur Ehe und dem starken Anstieg von Fast-Food-Restaurants und Convenience-Stores zurückzuführen sein, die rund um die Uhr geöffnet sind und es jungen Menschen ermöglichen, einfacher zu leben.	
57955	e	This group passes out information on such things as travel and health care, and encourages its members to vote on issues that affect this age group such as legislation regulating the insurance industry, medical care and housing.	Diese Gruppe verteilt Informationen zu Themen wie Reisen und Gesundheitsversorgung und ermutigt ihre Mitglieder, über Themen abzustimmen, die diese Altersgruppe betreffen, wie Gesetze zur Regulierung der Versicherungsbranche, medizinische Versorgung und Wohnen.	Diese Gruppe verteilt Informationen zu Themen wie Reisen und Gesundheitsversorgung und ermutigt ihre Mitglieder, über Themen abzustimmen, die diese Altersgruppe betreffen, wie Gesetze zur Regulierung der Versicherungsbranche, medizinische Versorgung und Wohnen.	Diese Gruppe verteilt Informationen zu Themen wie Reisen und Gesundheitswesen und ermuntert ihre Mitglieder über Fragen abzustimmen, die diese Altersgruppe betreffen, wie beispielsweise die gesetzliche Regulierung des Versicherungswesens, die medizinische Versorgung und Wohnungsangelegenheiten.
62351	n	After weighing all these considerations, the promoters will present their scheme in the form of a private bill; however, they might find themselves forced to alter the route in order to meet criticisms in Parliament.	Nach Abwägung all dieser Überlegungen werden die Initiatoren ihr Vorhaben in Form eines privaten Gesetzentwurfs vorstellen; sie könnten sich jedoch gezwungen sehen, die Route zu ändern, um Kritik im Parlament zu begegnen.	Nach Abwägung all dieser Überlegungen werden die Initiatoren ihren Plan in Form eines privaten Gesetzentwurfs vorlegen; sie könnten sich jedoch gezwungen sehen, die Route zu ändern, um Kritik im Parlament zu begegnen.	
67741	n	There are so-called primitive cultures in the jungles of the Amazon and on the island of New Guinea, and there are so-called advanced cultures in Europe, Asia, and Africa, but the languages of these cultures are all equally advanced and complex.	Es gibt sogenannte primitive Kulturen in den Dschungeln des Amazonas und auf der Insel Neuguinea, und es gibt sogenannte fortgeschrittene Kulturen in Europa, Asien und Afrika, aber die Sprachen dieser Kulturen sind alle gleichermaßen fortgeschritten und komplex.	Es gibt sogenannte primitive Kulturen in den Dschungeln des Amazonas und auf der Insel Neuguinea, und es gibt sogenannte fortgeschrittene Kulturen in Europa, Asien und Afrika, aber die Sprachen dieser Kulturen sind alle gleich fortgeschritten und komplex.	
72678	n	While one of them sped around major parts of the property on the mower, a second made a few sweeps at some tall weeds on the edge of my wife's garden, and the third got into the truck and smoked a cigarette.	Während einer von ihnen mit dem Rasenmäher große Teile des Grundstücks umrundete, machte ein Zweiter ein paar Schwünge bei einigen hohen Unkräutern am Rand des Gartens meiner Frau, und der Dritte stieg in den Lastwagen und rauchte eine Zigarette.	Während einer von ihnen mit dem Rasenmäher große Teile des Grundstücks umrundete, machte ein Zweiter ein paar Schwünge an einigen hohen Unkräutern am Rand des Gartens meiner Frau und der Dritte stieg in den Lastwagen und rauchte eine Zigarette.	
73230	n	Rows of houses, each of them different and pleasing with their spacious gardens, are replaced by purely functional blocks of flats which have nothing more to commend them than over-praised 'modern conveniences'.	Reihen von Häusern, jedes von ihnen unterschiedlich und ansprechend mit ihren geräumigen Gärten, werden durch rein funktionale Wohnblocks ersetzt, die nichts mehr zu bieten haben als übermäßig gelobte 'moderne Annehmlichkeiten'.	Reihen von Häusern, jedes von ihnen unterschiedlich und ansprechend mit ihren geräumigen Gärten, werden durch rein funktionale Wohnblocks ersetzt, die nichts mehr zu bieten haben als überbewertete 'moderne Annehmlichkeiten'.	
73631	n	Forming an information infrastructure, the real impact of the information highway is an expectation of new economic development due to a shift from a tangible hardware-industry to brain-oriented software-industry.	Bei der Bildung einer Informationsinfrastruktur ist die wirkliche Auswirkung der Informationsautobahn die Erwartung einer neuen wirtschaftlichen Entwicklung aufgrund einer Verschiebung von einer greifbaren Hardware-Industrie zu einer gehirnorientierten Software-Industrie.	Bei der Bildung einer Informationsinfrastruktur ist die tatsächliche Auswirkung der Informationsautobahn die Erwartung einer neuen wirtschaftlichen Entwicklung aufgrund einer Verschiebung von einer greifbaren Hardware-Industrie zu einer gehirnorientierten Software-Industrie.	
241132	e	The widespread application of administrative guidance is considered to be a uniquely Japanese practice in which bureaucrats exert authority, without any legal backing, telling the private sector what to do and what not to do.	Die weit verbreitete Anwendung von Verwaltungsrichtlinien wird als eine einzigartig japanische Praxis angesehen, bei der Bürokraten ohne jegliche rechtliche Grundlage Autorität ausüben, indem sie dem Privatsektor sagen, was zu tun und was nicht zu tun ist.	Die weit verbreitete Anwendung von Verwaltungsrichtlinien wird als eine einzigartig japanische Praxis angesehen, bei der Bürokraten ohne jegliche rechtliche Grundlage Autorität ausüben, indem sie dem Privatsektor sagen, was zu tun und was nicht zu tun ist.	
262499	e	When we say that a language is culturally transmitted - that is, that it is learned rather than inherited - we mean that it is part of that whole complex of learned and shared behavior that anthropologists call culture.	Wenn wir sagen, dass eine Sprache kulturell übertragen wird - das heißt, sie wird erlernt und nicht vererbt - meinen wir, dass sie Teil dieses ganzen Komplexes von erlerntem und geteiltem Verhalten ist, den Anthropologen Kultur nennen.	Wenn wir sagen, dass eine Sprache kulturell übertragen wird - das heißt, sie wird erlernt und nicht vererbt - meinen wir, dass sie Teil dieses ganzen Komplexes von erlerntem und geteiltem Verhalten ist, den Anthropologen Kultur nennen.	
267330	n	Knowing very well that his wife wanted to go to a movie, the husband, who was a dog in the manger, cooked up a scheme whereby they had to stay at home waiting for a certain visitor who was not expected to come.	Er wusste sehr gut, dass seine Frau ins Kino gehen wollte, der Ehemann, der ein Hund im Heuhaufen war, schmiedete einen Plan, wonach sie zu Hause bleiben mussten, um auf einen bestimmten Besucher zu warten, der nicht erwartet wurde.	Er wusste sehr gut, dass seine Frau ins Kino gehen wollte, doch der Ehemann, der ein Spielverderber war, schmiedete einen Plan, wonach sie zu Hause bleiben mussten, um auf einen bestimmten Besucher zu warten, der nicht erwartet wurde zu kommen.	
268482	n	It is the borderline cases that are always in danger: the dignified buildings of the past which may possess no real artistic or historic value, but which people have become sentimentally attached to and have grown to love.	Es sind immer die Grenzfälle, die in Gefahr sind: die würdevollen Gebäude der Vergangenheit, die vielleicht keinen wirklichen künstlerischen oder historischen Wert besitzen, an die die Menschen jedoch sentimental gebunden sind und die sie lieben gelernt haben.	Es sind immer die Grenzfälle, die in Gefahr sind: die würdevollen Gebäude der Vergangenheit, die vielleicht keinen wirklichen künstlerischen oder historischen Wert besitzen, an denen die Menschen jedoch sentimental hängen und die sie lieben gelernt haben.	Die Grenzfälle sind’s, die immer in Gefahr: die ehrwürdigen Gebäude der Vergangenheit, die keinen wirklichen künstlerischen oder historischen Wert besitzen mögen, woran die Leute aber ihr Herz gehängt und die sie liebengelernt haben.
271177	n	That sports are gaining in popularity all over the world is evidenced by the sports news in the papers, by the many sports equipment stores, and by the number of runners who participate in marathons or other races.	Dass Sportarten weltweit immer beliebter werden, zeigt sich an den Sportnachrichten in den Zeitungen, an den vielen Sportgeschäften und an der Anzahl der Läufer, die an Marathons oder anderen Rennen teilnehmen.	Dass Sport weltweit immer beliebter wird, zeigt sich an den Sportnachrichten in den Zeitungen, an den vielen Sportgeschäften und an der Anzahl der Läufer, die an Marathons oder anderen Rennen teilnehmen.	
271937	n	The best way for adjusting the gap between the internal and the external price and securing economic growth is to promote the non-manufacturing industry's productivity by aggressive investing in facilities.	Der beste Weg, die Lücke zwischen dem internen und dem externen Preis anzupassen und das wirtschaftliche Wachstum zu sichern, besteht darin, die Produktivität der nicht-produzierenden Industrie durch aggressive Investitionen in Einrichtungen zu fördern.	Der beste Weg, um die Lücke zwischen dem internen und dem externen Preis anzupassen und das wirtschaftliche Wachstum zu sichern, besteht darin, die Produktivität der nicht-produzierenden Industrie durch aggressive Investitionen in Einrichtungen zu fördern.	
274113	n	If the other person does mention his family, then it is perfectly OK to ask about the ages of the children, and if you have children, to compare educational and cultural differences in raising children.	Wenn die andere Person ihre Familie erwähnt, dann ist es völlig in Ordnung, nach dem Alter der Kinder zu fragen, und wenn Sie Kinder haben, die erzieherischen und kulturellen Unterschiede in der Kindererziehung zu vergleichen.	Wenn die andere Person ihre Familie erwähnt, dann ist es völlig in Ordnung, nach dem Alter der Kinder zu fragen und, wenn Sie Kinder haben, Bildungs- und kulturelle Unterschiede in der Kindererziehung zu vergleichen.	
278130	n	For many years I thought that it was beauty alone that gave significance to life and that the only purpose that could be assigned to the generations that succeed one another on the face of this crowded earth was to produce an artist now and then.	Viele Jahre lang dachte ich, dass nur Schönheit dem Leben Bedeutung verleiht und dass der einzige Zweck, der den aufeinanderfolgenden Generationen auf dem Gesicht dieser überfüllten Erde zugewiesen werden konnte, darin bestand, ab und zu einen Künstler hervorzubringen.	Viele Jahre lang dachte ich, dass allein die Schönheit dem Leben Bedeutung verleiht und dass der einzige Zweck, der den aufeinanderfolgenden Generationen auf der Oberfläche dieser überfüllten Erde zugewiesen werden konnte, darin bestand, ab und zu einen Künstler hervorzubringen.	
278404	n	Instead of giving the money, that is the normal coin of the realm, which is the phrase that everyone used then, they would give them a token, and this token might be metal, might be wood, might be cardboard.	Anstatt das Geld zu geben, das die normale Währung des Reiches ist, was der Ausdruck ist, den damals jeder benutzte, würden sie ihnen einen Token geben, und dieser Token könnte aus Metall, Holz oder Pappe sein.	Anstatt das Geld zu geben, das damals die übliche Währung war, das ist der Ausdruck, den jeder damals benutzte, würden sie ihnen einen Token geben, und dieser Token könnte aus Metall, könnte aus Holz, könnte aus Pappe sein.	
280529	n	Especially over the last 20 years, the purported link between progressive welfare policies and economic failure in the Northern European countries seems to point to the difficulty of sustaining both full social welfare and international competitivity.	Insbesondere in den letzten 20 Jahren scheint der vermeintliche Zusammenhang zwischen fortschrittlichen Wohlfahrtspolitiken und wirtschaftlichem Scheitern in den nordeuropäischen Ländern auf die Schwierigkeit hinzuweisen, sowohl vollständige soziale Wohlfahrt als auch internationale Wettbewerbsfähigkeit aufrechtzuerhalten.	Insbesondere in den letzten 20 Jahren scheint der vermeintliche Zusammenhang zwischen fortschrittlichen Sozialpolitiken und wirtschaftlichem Misserfolg in den nordeuropäischen Ländern auf die Schwierigkeit hinzuweisen, sowohl vollständige soziale Wohlfahrt als auch internationale Wettbewerbsfähigkeit aufrechtzuerhalten.	Besonders im Laufe der letzten zwanzig Jahre scheint die Verbindung von aktiver Sozialpolitik und ökonomischen Scheitern in den Ländern Nordeuropas die Schwierigkeit zu beweisen, gleichzeitig eine vollständige soziale Versorgung sicherzustellen und eine internationale Wettbewerbsfähigkeit zu erhalten.
281268	n	About 50 percent of the firms in Japan have acknowledged the necessity of giving their workers longer holidays, and think summer holidays are needed to give their workers both mental and physical refreshment.	Etwa 50 Prozent der Unternehmen in Japan haben die Notwendigkeit anerkannt, ihren Mitarbeitern längere Urlaube zu gewähren, und sind der Meinung, dass Sommerurlaube notwendig sind, um ihren Mitarbeitern sowohl geistige als auch körperliche Erholung zu bieten.	Etwa 50 Prozent der Unternehmen in Japan haben die Notwendigkeit anerkannt, ihren Arbeitnehmern längere Urlaubszeiten zu gewähren, und sind der Meinung, dass Sommerferien notwendig sind, um ihren Arbeitnehmern sowohl geistige als auch körperliche Erholung zu bieten.	
281715	n	There is a tendency for Japanese to want to know a certain amount of personal information about someone such as age, position and whether they are married or not, before they feel comfortable talking with a stranger.	Es besteht eine Tendenz bei Japanern, eine gewisse Menge an persönlichen Informationen über jemanden, wie Alter, Position und ob sie verheiratet sind oder nicht, wissen zu wollen, bevor sie sich wohl fühlen, mit einem Fremden zu sprechen.	Es besteht eine Tendenz bei Japanern, eine bestimmte Menge an persönlichen Informationen über jemanden, wie Alter, Position und ob sie verheiratet sind oder nicht, wissen zu wollen, bevor sie sich wohl fühlen, mit einem Fremden zu sprechen.	
307260	n	They arrived in Southern Rhodesia, and there was a choice of an immigrants' camp, consisting of mud huts with a communal water supply, or a hotel; and they chose the hotel, being what are known as people of means.	Sie kamen in Südrhodesien an und hatten die Wahl zwischen einem Einwandererlager, bestehend aus Lehmhütten mit gemeinsamer Wasserversorgung, oder einem Hotel; und sie wählten das Hotel, da sie als wohlhabende Leute bekannt sind.	Sie kamen in Südrhodesien an und hatten die Wahl zwischen einem Einwandererlager, bestehend aus Lehmhütten mit gemeinschaftlicher Wasserversorgung, oder einem Hotel; und sie wählten das Hotel, da sie als wohlhabende Leute bekannt sind.	
326663	n	The argument continues about the "white-collar exemption" that exempts specific white-collar workers from the "eight hours per day, 40 hours per week" working hours, as fixed by labour standards legislation.	Die Debatte geht weiter über die Ausnahme für Angestellte, die bestimmte Angestellte von den acht Stunden pro Tag, 40 Stunden pro Woche Arbeitszeiten, wie sie durch das Arbeitszeitgesetz festgelegt sind, ausnimmt.	Die Diskussion geht weiter über die Ausnahme für Angestellte, die bestimmte Angestellte von den acht Stunden pro Tag, 40 Stunden pro Woche Arbeitszeiten, wie sie durch Arbeitsnormen festgelegt sind, befreit.	
