347777	eng	What began 21 months ago in the depths of winter cannot end on this autumn night. This victory alone is not the change we seek. It is only the chance for us to make that change. And that cannot happen if we go back to the way things were. It can't happen without you, without a new spirit of service, a new spirit of sacrifice. So let us summon a new spirit of patriotism, of responsibility, where each of us resolves to pitch in and work harder and look after not only ourselves but each other.	\N	2010-01-06 09:21:14	2020-04-17 23:48:23
347780	eng	Let's remember that it was a man from this state who first carried the banner of the Republican Party to the White House, a party founded on the values of self-reliance and individual liberty and national unity. Those are values that we all share. And while the Democratic Party has won a great victory tonight, we do so with a measure of humility and determination to heal the divides that have held back our progress.	\N	2010-01-06 09:22:59	2020-04-17 23:48:27
425074	eng	I personally believe that U.S. Americans are unable to do so because, uh, some people out there in our nation don't have maps and, uh, I believe that our, uh, education like such as in South Africa and, uh, the Iraq, everywhere like such as, and, I believe that they should, our education over here in the U.S. should help the U.S., uh, or, uh, should help South Africa and should help the Iraq and the Asian countries, so we will be able to build up our future, for our children.	Scott	2010-07-11 21:22:12	2010-07-11 21:22:12
425534	eng	Many a gentleman of the old school has been provoked to remark regretfully upon the under-bred manners and bearing of even the better classes in the modern industrial communities; and the decay of the ceremonial code—or as it is otherwise called, the vulgarisation of life—among the industrial classes proper has become one of the chief enormities of latter-day civilisation in the eyes of all persons of delicate sensibilities.	Scott	2010-07-12 19:16:47	2010-07-12 19:16:47
535523	eng	Chokichi keenly felt that people, as they get older, forget entirely about the worries that only young people know about and that they themselves experienced in their youth; and that they nonchalantly take this convenient disposition where they judge harshly the circumstances of the young persons born of the next generation. He felt that there was truly an irreconcilable gap between the old and the young.	Scott	2010-09-27 03:22:45	2010-09-27 03:22:45
552745	eng	The Germans have an inhuman way of cutting up their verbs. Now a verb has a hard time enough of it in this world when it's all together. It's downright inhuman to split it up. But that's just what those Germans do. They take part of a verb and put it down here, like a stake, and they take the other part of it and put it away over yonder like another stake, and between these two limits they just shovel in German.	deniko	2010-10-08 16:10:49	2019-01-22 13:19:42
597274	eng	It is sickness to be obsessed with winning, it is sickness to be obsessed with using the martial arts, and it is sickness to be obsessed with putting forth all one has learned. It is sickness to be obsessed with offense, and it is also sickness to be obsessed with defense. It is also sickness to be obsessed with getting rid of sickness. To fix the mind obsessively on anything is considered sickness.	FeuDRenais2	2010-11-01 19:27:01	2021-05-11 00:13:47
607048	eng	Forty-four Americans have now taken the presidential oath. The words have been spoken during rising tides of prosperity and the still waters of peace. Yet, every so often, the oath is taken amidst gathering clouds and raging storms. At these moments, America has carried on not simply because of the skill or vision of those in high office, but because We the People have remained faithful to the ideals of our forebearers, and true to our founding documents.	Leono	2010-11-07 17:53:18	2013-07-23 11:01:12
704834	eng	The French language, by the way, is a clear stream that affected writers have never been, and will never be able to ripple. Each century has thrown in this limpid current its fashions, its pretentious archaisms and its preciousness, without anything surfacing from those useless attempts, those powerless efforts. The nature of this language is to be clear, logical and nervous. It won't let itself be weakened, obscured or corrupted.	qdii	2011-01-09 18:09:05	2011-01-09 18:09:05
1091034	eng	Should any political party attempt to abolish social security, unemployment insurance, and eliminate labor laws and farm programs, you would not hear of that party again in our political history. There is a tiny splinter group, of course, that believes you can do these things. Among them are H. L. Hunt (you possibly know his background), a few other Texas oil millionaires, and an occasional politician or business man from other areas. Their number is negligible and they are stupid.	Spamster	2011-09-09 16:32:34	2011-09-10 02:09:56
1354965	eng	Forty-four US Americans have now taken the presidential oath. The words have been spoken during rising tides of prosperity and the still waters of peace. Yet, every so often, the oath is taken amidst gathering clouds and raging storms. At these moments, America has carried on not simply because of the skill or vision of those in high office, but because We the People have remained faithful to the ideals of our forebearers, and true to our founding documents.	AMIKEMA	2012-01-11 22:17:12	2012-01-11 22:17:12
1504072	eng	The sum of the ignorance of the Republican candidates in the primaries for the U.S. presidential election is simply mind-boggling: one is afraid that China will obtain nuclear weapons, which they have had for 44 years, and the other proposes to close the U.S. embassy in Iran, which has been closed for 32 years... Such stupidity at the head of the world's most powerful country gives one the shivers!	origami10	2012-03-26 16:20:34	2012-03-26 16:20:34
1518802	eng	After countless calls to the radio and countless newspaper ads in several consecutive days, people flocked to the festival. There are devoured tons of hamburgers that were offered there in abundance, and drunk liters of beer. As a result was a large number of drunks and thus, massive work for the legions of attending paramedics who had already acquired a huge experience of such mass gatherings at countless other parties.	ABChessel	2012-04-06 19:16:59	2012-04-07 11:25:23
1741482	eng	An Englishman, a Scotsman, an Irishman, a Welshman, a Gurkha, a Latvian, a Turk, an Aussie, a German, an American, an Egyptian, a Japanese, a Mexican, a Spaniard, a Russian, a Pole, a Lithuanian, a Jordanian, a Kiwi, a Swede, a Finn, an Israeli, a Romanian, a Bulgarian, a Serb, a Swiss, a Greek, a Singaporean, an Italian, a Norwegian, an Argentinian, a Libyan and a South African went to a night club. The bouncer said: "Sorry, I can't let you in without a Thai."	\N	2012-07-31 11:56:08	2012-07-31 11:56:08
1741494	eng	Two years ago, the idea of offering a research semester for particularly interested and committed teachers became reality. The aim is to improve communication between schools and universities. Since teachers are the best people for diffusing newly acquired knowledge, they will be given the opportunity to spend a research sabbatical at a university and to subsequently integrate this knowledge into classroom teaching.	al_ex_an_der	2012-07-31 12:01:08	2012-07-31 12:04:24
